,county,date_number,Population,region,pop_dens,tranlevel
30958,McDowell,129,44151.0,Western,101.3,Substantial
30968,Pamlico,129,12215.0,Coastal,36.5,High
30947,Hyde,129,4595.0,Coastal,7.5,Substantial
30900,Alamance,129,175029.0,Northern,404.8,High
30946,Hoke,129,53783.0,Eastern,133.5,Substantial
30931,Durham,129,331347.0,Eastern,1133.7,Substantial
30971,Perquimans,129,13049.0,Coastal,52.6,High
30901,Alexander,129,36172.0,Northern,140.2,High
30974,Polk,129,19461.0,Western,81.3,High
30985,Surry,129,70573.0,Northern,134.0,High
30910,Buncombe,129,271638.0,Western,410.4,High
30991,Wake,129,1154170.0,Eastern,1353.3,Moderate
30925,Cumberland,129,341793.0,Eastern,512.9,High
30998,Yadkin,129,36925.0,Northern,111.1,High
30913,Caldwell,129,81319.0,Northern,170.9,High
30933,Forsyth,129,387703.0,Northern,938.1,High
30969,Pasquotank,129,40966.0,Coastal,178.8,High
30916,Caswell,129,22400.0,Eastern,53.5,High
30903,Anson,129,22028.0,Central,41.5,High
30963,Nash,129,96101.0,Coastal,175.7,Substantial
30999,Yancey,129,18320.0,Western,59.1,High
30943,Haywood,129,62831.0,Western,112.2,High
30981,Sampson,129,58371.0,Coastal,62.4,High
30942,Harnett,129,134986.0,Eastern,224.5,High
30902,Alleghany,129,11057.0,Northern,46.4,Substantial
30926,Currituck,129,29385.0,Coastal,107.3,High
30960,Mitchell,129,14783.0,Western,67.4,High
30996,Wilkes,129,65151.0,Northern,87.5,High
30986,Swain,129,14046.0,Western,26.8,High
30989,Union,129,244960.0,Central,376.6,High
30990,Vance,129,41665.0,Eastern,168.7,High
30992,Warren,129,18621.0,Eastern,43.4,High
30917,Catawba,129,162841.0,Northern,400.2,High
30935,Gaston,129,233387.0,Central,640.7,Substantial
30959,Mecklenburg,129,1128426.0,Central,2130.4,Substantial
31019,Cherokee,130,28738.0,Western,63.2,Moderate
31096,Wilkes,130,65151.0,Northern,87.5,High
31047,Hyde,130,4595.0,Coastal,7.5,Substantial
31007,Bertie,130,17302.0,Coastal,25.7,High
31022,Cleveland,130,99332.0,Western,214.4,High
31095,Wayne,130,115895.0,Coastal,211.8,High
31073,Pitt,130,173536.0,Coastal,261.0,Substantial
31043,Haywood,130,62831.0,Western,112.2,High
31093,Washington,130,10708.0,Coastal,31.8,High
31068,Pamlico,130,12215.0,Coastal,36.5,High
31023,Columbus,130,49795.0,Coastal,54.0,High
31012,Cabarrus,130,232873.0,Central,625.1,High
31028,Davidson,130,171752.0,Northern,305.4,High
31088,Tyrrell,130,3315.0,Coastal,8.3,High
31033,Forsyth,130,387703.0,Northern,938.1,High
31074,Polk,130,19461.0,Western,81.3,High
31086,Swain,130,14046.0,Western,26.8,High
31005,Avery,130,17347.0,Western,72.0,High
31045,Hertford,130,20374.0,Coastal,61.0,Moderate
31099,Yancey,130,18320.0,Western,59.1,High
31083,Stanly,130,62143.0,Central,158.2,High
31090,Vance,130,41665.0,Eastern,168.7,High
31004,Ashe,130,26506.0,Northern,62.3,Substantial
31041,Halifax,130,47859.0,Coastal,67.2,Substantial
31097,Wilson,130,79078.0,Coastal,214.3,High
31079,Rowan,130,148565.0,Northern,287.1,High
31080,Rutherford,130,63870.0,Western,114.0,High
31060,Mitchell,130,14783.0,Western,67.4,High
31037,Graham,130,7935.0,Western,27.5,Substantial
31049,Jackson,130,41919.0,Western,87.8,High
31024,Craven,130,102568.0,Coastal,142.5,Substantial
31057,Martin,130,21503.0,Coastal,48.3,Substantial
31015,Carteret,130,69039.0,Coastal,133.3,High
31018,Chatham,130,77095.0,Eastern,111.9,Substantial
31038,Granville,130,60720.0,Eastern,114.6,High
31035,Gaston,130,233387.0,Central,640.7,Substantial
31053,Lenoir,130,54323.0,Coastal,138.1,Substantial
31050,Johnston,130,224833.0,Coastal,272.7,High
31064,New Hanover,130,230423.0,Coastal,1174.0,Substantial
31055,Macon,130,37041.0,Western,71.8,High
31014,Camden,130,10537.0,Coastal,43.1,High
31052,Lee,130,64360.0,Eastern,248.1,Substantial
31069,Pasquotank,130,40966.0,Coastal,178.8,High
31077,Robeson,130,115899.0,Coastal,123.0,Substantial
31084,Stokes,130,44422.0,Northern,99.1,High
31034,Franklin,130,70655.0,Eastern,139.4,High
31020,Chowan,130,13646.0,Coastal,79.4,High
31026,Currituck,130,29385.0,Coastal,107.3,High
31046,Hoke,130,53783.0,Eastern,133.5,Substantial
31040,Guilford,130,545484.0,Northern,838.0,High
31032,Edgecombe,130,48604.0,Coastal,96.7,Substantial
31051,Jones,130,9076.0,Coastal,19.5,High
31025,Cumberland,130,341793.0,Eastern,512.9,High
31027,Dare,130,37817.0,Coastal,96.3,High
31098,Yadkin,130,36925.0,Northern,111.1,High
31059,Mecklenburg,130,1128426.0,Central,2130.4,Substantial
31063,Nash,130,96101.0,Coastal,175.7,Substantial
31089,Union,130,244960.0,Central,376.6,High
31065,Northampton,130,16953.0,Eastern,32.6,Substantial
31042,Harnett,130,134986.0,Eastern,224.5,High
31029,Davie,130,43127.0,Northern,162.0,High
31071,Perquimans,130,13049.0,Coastal,52.6,High
31094,Watauga,130,54804.0,Northern,173.1,High
31085,Surry,130,70573.0,Northern,134.0,High
31039,Greene,130,19978.0,Coastal,76.7,High
31010,Buncombe,130,271638.0,Western,410.4,High
31056,Madison,130,21146.0,Western,47.1,High
31003,Anson,130,22028.0,Central,41.5,High
31013,Caldwell,130,81319.0,Northern,170.9,High
31082,Scotland,130,33662.0,Eastern,107.1,High
31016,Caswell,130,22400.0,Eastern,53.5,High
31030,Duplin,130,48249.0,Coastal,59.8,Substantial
31044,Henderson,130,117429.0,Western,311.8,High
31092,Warren,130,18621.0,Eastern,43.4,High
31076,Richmond,130,43006.0,Eastern,90.7,High
31036,Gates,130,10324.0,Coastal,30.8,High
31091,Wake,130,1154170.0,Eastern,1353.3,Moderate
31001,Alexander,130,36172.0,Northern,140.2,High
31031,Durham,130,331347.0,Eastern,1133.7,Substantial
31002,Alleghany,130,11057.0,Northern,46.4,Substantial
31070,Pender,130,62250.0,Coastal,69.1,Substantial
31066,Onslow,130,207928.0,Coastal,268.4,High
31017,Catawba,130,162841.0,Northern,400.2,High
31000,Alamance,130,175029.0,Northern,404.8,High
31067,Orange,130,148331.0,Eastern,374.0,Substantial
31062,Moore,130,102966.0,Eastern,142.9,Substantial
31008,Bladen,130,29171.0,Coastal,33.8,Substantial
31006,Beaufort,130,44150.0,Coastal,53.6,High
31072,Person,130,39048.0,Eastern,99.7,Substantial
31078,Rockingham,130,90457.0,Northern,161.0,High
31048,Iredell,130,192986.0,Northern,325.0,High
31081,Sampson,130,58371.0,Coastal,62.4,High
31054,Lincoln,130,88742.0,Central,293.4,High
31011,Burke,130,88398.0,Western,173.0,High
31087,Transylvania,130,32825.0,Western,87.2,Substantial
31075,Randolph,130,143325.0,Northern,184.3,High
31021,Clay,130,11238.0,Western,51.6,Moderate
31009,Brunswick,130,144821.0,Coastal,160.8,Substantial
31061,Montgomery,130,25485.0,Eastern,52.4,High
31058,McDowell,130,44151.0,Western,101.3,Substantial
31115,Carteret,131,69039.0,Coastal,133.3,Substantial
31177,Robeson,131,115899.0,Coastal,123.0,Substantial
31192,Warren,131,18621.0,Eastern,43.4,High
31138,Granville,131,60720.0,Eastern,114.6,High
31149,Jackson,131,41919.0,Western,87.8,High
31199,Yancey,131,18320.0,Western,59.1,High
31173,Pitt,131,173536.0,Coastal,261.0,Substantial
31126,Currituck,131,29385.0,Coastal,107.3,High
31156,Madison,131,21146.0,Western,47.1,Substantial
31118,Chatham,131,77095.0,Eastern,111.9,Substantial
31188,Tyrrell,131,3315.0,Coastal,8.3,High
31184,Stokes,131,44422.0,Northern,99.1,High
31148,Iredell,131,192986.0,Northern,325.0,High
31145,Hertford,131,20374.0,Coastal,61.0,Substantial
31196,Wilkes,131,65151.0,Northern,87.5,High
31147,Hyde,131,4595.0,Coastal,7.5,Substantial
31143,Haywood,131,62831.0,Western,112.2,High
31169,Pasquotank,131,40966.0,Coastal,178.8,High
31191,Wake,131,1154170.0,Eastern,1353.3,Low
31131,Durham,131,331347.0,Eastern,1133.7,Substantial
31102,Alleghany,131,11057.0,Northern,46.4,High
31152,Lee,131,64360.0,Eastern,248.1,Substantial
31167,Orange,131,148331.0,Eastern,374.0,Moderate
31162,Moore,131,102966.0,Eastern,142.9,Substantial
31178,Rockingham,131,90457.0,Northern,161.0,High
31181,Sampson,131,58371.0,Coastal,62.4,High
31168,Pamlico,131,12215.0,Coastal,36.5,Substantial
31101,Alexander,131,36172.0,Northern,140.2,High
31187,Transylvania,131,32825.0,Western,87.2,Substantial
31109,Brunswick,131,144821.0,Coastal,160.8,Substantial
31161,Montgomery,131,25485.0,Eastern,52.4,High
31105,Avery,131,17347.0,Western,72.0,High
31144,Henderson,131,117429.0,Western,311.8,High
31117,Catawba,131,162841.0,Northern,400.2,High
31146,Hoke,131,53783.0,Eastern,133.5,High
31113,Caldwell,131,81319.0,Northern,170.9,High
31122,Cleveland,131,99332.0,Western,214.4,High
31155,Macon,131,37041.0,Western,71.8,High
31153,Lenoir,131,54323.0,Coastal,138.1,Substantial
31179,Rowan,131,148565.0,Northern,287.1,High
31112,Cabarrus,131,232873.0,Central,625.1,High
31172,Person,131,39048.0,Eastern,99.7,Substantial
31106,Beaufort,131,44150.0,Coastal,53.6,High
31165,Northampton,131,16953.0,Eastern,32.6,Moderate
31110,Buncombe,131,271638.0,Western,410.4,High
31130,Duplin,131,48249.0,Coastal,59.8,Substantial
31154,Lincoln,131,88742.0,Central,293.4,High
31164,New Hanover,131,230423.0,Coastal,1174.0,Moderate
31135,Gaston,131,233387.0,Central,640.7,Substantial
31125,Cumberland,131,341793.0,Eastern,512.9,High
31124,Craven,131,102568.0,Coastal,142.5,Substantial
31104,Ashe,131,26506.0,Northern,62.3,High
31128,Davidson,131,171752.0,Northern,305.4,High
31174,Polk,131,19461.0,Western,81.3,High
31186,Swain,131,14046.0,Western,26.8,Moderate
31100,Alamance,131,175029.0,Northern,404.8,High
31190,Vance,131,41665.0,Eastern,168.7,High
31175,Randolph,131,143325.0,Northern,184.3,High
31180,Rutherford,131,63870.0,Western,114.0,High
31160,Mitchell,131,14783.0,Western,67.4,High
31114,Camden,131,10537.0,Coastal,43.1,High
31197,Wilson,131,79078.0,Coastal,214.3,High
31132,Edgecombe,131,48604.0,Coastal,96.7,Substantial
31158,McDowell,131,44151.0,Western,101.3,Substantial
31134,Franklin,131,70655.0,Eastern,139.4,High
31193,Washington,131,10708.0,Coastal,31.8,High
31139,Greene,131,19978.0,Coastal,76.7,Moderate
31194,Watauga,131,54804.0,Northern,173.1,High
31127,Dare,131,37817.0,Coastal,96.3,High
31195,Wayne,131,115895.0,Coastal,211.8,High
31157,Martin,131,21503.0,Coastal,48.3,Substantial
31129,Davie,131,43127.0,Northern,162.0,High
31151,Jones,131,9076.0,Coastal,19.5,High
31120,Chowan,131,13646.0,Coastal,79.4,Substantial
31140,Guilford,131,545484.0,Northern,838.0,High
31176,Richmond,131,43006.0,Eastern,90.7,High
31133,Forsyth,131,387703.0,Northern,938.1,High
31119,Cherokee,131,28738.0,Western,63.2,Substantial
31121,Clay,131,11238.0,Western,51.6,Moderate
31136,Gates,131,10324.0,Coastal,30.8,High
31111,Burke,131,88398.0,Western,173.0,High
31108,Bladen,131,29171.0,Coastal,33.8,Moderate
31166,Onslow,131,207928.0,Coastal,268.4,High
31198,Yadkin,131,36925.0,Northern,111.1,High
31107,Bertie,131,17302.0,Coastal,25.7,High
31142,Harnett,131,134986.0,Eastern,224.5,High
31185,Surry,131,70573.0,Northern,134.0,High
31183,Stanly,131,62143.0,Central,158.2,High
31141,Halifax,131,47859.0,Coastal,67.2,Substantial
31137,Graham,131,7935.0,Western,27.5,Moderate
31189,Union,131,244960.0,Central,376.6,High
31171,Perquimans,131,13049.0,Coastal,52.6,High
31163,Nash,131,96101.0,Coastal,175.7,Substantial
31170,Pender,131,62250.0,Coastal,69.1,Substantial
31123,Columbus,131,49795.0,Coastal,54.0,Substantial
31159,Mecklenburg,131,1128426.0,Central,2130.4,Substantial
31116,Caswell,131,22400.0,Eastern,53.5,Substantial
31103,Anson,131,22028.0,Central,41.5,High
31182,Scotland,131,33662.0,Eastern,107.1,Substantial
31150,Johnston,131,224833.0,Coastal,272.7,High
31245,Hertford,132,20374.0,Coastal,61.0,Substantial
31212,Cabarrus,132,232873.0,Central,625.1,High
31286,Swain,132,14046.0,Western,26.8,Moderate
31298,Yadkin,132,36925.0,Northern,111.1,High
31297,Wilson,132,79078.0,Coastal,214.3,Substantial
31207,Bertie,132,17302.0,Coastal,25.7,High
31257,Martin,132,21503.0,Coastal,48.3,Substantial
31273,Pitt,132,173536.0,Coastal,261.0,Substantial
31206,Beaufort,132,44150.0,Coastal,53.6,High
31228,Davidson,132,171752.0,Northern,305.4,High
31264,New Hanover,132,230423.0,Coastal,1174.0,Moderate
31232,Edgecombe,132,48604.0,Coastal,96.7,Substantial
31260,Mitchell,132,14783.0,Western,67.4,High
31276,Richmond,132,43006.0,Eastern,90.7,High
31285,Surry,132,70573.0,Northern,134.0,High
31246,Hoke,132,53783.0,Eastern,133.5,High
31284,Stokes,132,44422.0,Northern,99.1,High
31248,Iredell,132,192986.0,Northern,325.0,High
31263,Nash,132,96101.0,Coastal,175.7,Substantial
31221,Clay,132,11238.0,Western,51.6,Moderate
31287,Transylvania,132,32825.0,Western,87.2,Substantial
31227,Dare,132,37817.0,Coastal,96.3,High
31267,Orange,132,148331.0,Eastern,374.0,Moderate
31259,Mecklenburg,132,1128426.0,Central,2130.4,Substantial
31233,Forsyth,132,387703.0,Northern,938.1,Substantial
31294,Watauga,132,54804.0,Northern,173.1,High
31269,Pasquotank,132,40966.0,Coastal,178.8,High
31247,Hyde,132,4595.0,Coastal,7.5,Substantial
31292,Warren,132,18621.0,Eastern,43.4,High
31238,Granville,132,60720.0,Eastern,114.6,Substantial
31231,Durham,132,331347.0,Eastern,1133.7,Substantial
31203,Anson,132,22028.0,Central,41.5,High
31270,Pender,132,62250.0,Coastal,69.1,Substantial
31222,Cleveland,132,99332.0,Western,214.4,High
31293,Washington,132,10708.0,Coastal,31.8,High
31277,Robeson,132,115899.0,Coastal,123.0,Substantial
31262,Moore,132,102966.0,Eastern,142.9,Substantial
31211,Burke,132,88398.0,Western,173.0,High
31290,Vance,132,41665.0,Eastern,168.7,High
31275,Randolph,132,143325.0,Northern,184.3,High
31280,Rutherford,132,63870.0,Western,114.0,High
31236,Gates,132,10324.0,Coastal,30.8,High
31299,Yancey,132,18320.0,Western,59.1,High
31201,Alexander,132,36172.0,Northern,140.2,High
31242,Harnett,132,134986.0,Eastern,224.5,High
31250,Johnston,132,224833.0,Coastal,272.7,High
31291,Wake,132,1154170.0,Eastern,1353.3,Substantial
31253,Lenoir,132,54323.0,Coastal,138.1,Substantial
31255,Macon,132,37041.0,Western,71.8,High
31225,Cumberland,132,341793.0,Eastern,512.9,High
31208,Bladen,132,29171.0,Coastal,33.8,Moderate
31252,Lee,132,64360.0,Eastern,248.1,Substantial
31213,Caldwell,132,81319.0,Northern,170.9,High
31214,Camden,132,10537.0,Coastal,43.1,High
31266,Onslow,132,207928.0,Coastal,268.4,High
31243,Haywood,132,62831.0,Western,112.2,High
31205,Avery,132,17347.0,Western,72.0,High
31244,Henderson,132,117429.0,Western,311.8,High
31258,McDowell,132,44151.0,Western,101.3,Substantial
31271,Perquimans,132,13049.0,Coastal,52.6,High
31296,Wilkes,132,65151.0,Northern,87.5,High
31234,Franklin,132,70655.0,Eastern,139.4,High
31217,Catawba,132,162841.0,Northern,400.2,High
31283,Stanly,132,62143.0,Central,158.2,High
31237,Graham,132,7935.0,Western,27.5,Moderate
31200,Alamance,132,175029.0,Northern,404.8,High
31202,Alleghany,132,11057.0,Northern,46.4,High
31274,Polk,132,19461.0,Western,81.3,High
31219,Cherokee,132,28738.0,Western,63.2,Substantial
31215,Carteret,132,69039.0,Coastal,133.3,Substantial
31249,Jackson,132,41919.0,Western,87.8,High
31239,Greene,132,19978.0,Coastal,76.7,Moderate
31209,Brunswick,132,144821.0,Coastal,160.8,Substantial
31279,Rowan,132,148565.0,Northern,287.1,High
31288,Tyrrell,132,3315.0,Coastal,8.3,High
31295,Wayne,132,115895.0,Coastal,211.8,High
31272,Person,132,39048.0,Eastern,99.7,Substantial
31282,Scotland,132,33662.0,Eastern,107.1,Substantial
31223,Columbus,132,49795.0,Coastal,54.0,Substantial
31218,Chatham,132,77095.0,Eastern,111.9,Substantial
31229,Davie,132,43127.0,Northern,162.0,High
31268,Pamlico,132,12215.0,Coastal,36.5,Substantial
31265,Northampton,132,16953.0,Eastern,32.6,Moderate
31251,Jones,132,9076.0,Coastal,19.5,High
31226,Currituck,132,29385.0,Coastal,107.3,High
31210,Buncombe,132,271638.0,Western,410.4,High
31289,Union,132,244960.0,Central,376.6,High
31281,Sampson,132,58371.0,Coastal,62.4,High
31204,Ashe,132,26506.0,Northern,62.3,High
31240,Guilford,132,545484.0,Northern,838.0,High
31224,Craven,132,102568.0,Coastal,142.5,Moderate
31235,Gaston,132,233387.0,Central,640.7,High
31278,Rockingham,132,90457.0,Northern,161.0,High
31216,Caswell,132,22400.0,Eastern,53.5,High
31256,Madison,132,21146.0,Western,47.1,High
31254,Lincoln,132,88742.0,Central,293.4,High
31220,Chowan,132,13646.0,Coastal,79.4,Moderate
31230,Duplin,132,48249.0,Coastal,59.8,Substantial
31261,Montgomery,132,25485.0,Eastern,52.4,High
31241,Halifax,132,47859.0,Coastal,67.2,High
31361,Montgomery,133,25485.0,Eastern,52.4,High
31362,Moore,133,102966.0,Eastern,142.9,Substantial
31334,Franklin,133,70655.0,Eastern,139.4,High
31348,Iredell,133,192986.0,Northern,325.0,High
31333,Forsyth,133,387703.0,Northern,938.1,Substantial
31382,Scotland,133,33662.0,Eastern,107.1,High
31323,Columbus,133,49795.0,Coastal,54.0,Substantial
31363,Nash,133,96101.0,Coastal,175.7,Substantial
31321,Clay,133,11238.0,Western,51.6,Substantial
31316,Caswell,133,22400.0,Eastern,53.5,Substantial
31389,Union,133,244960.0,Central,376.6,High
31385,Surry,133,70573.0,Northern,134.0,High
31376,Richmond,133,43006.0,Eastern,90.7,High
31337,Graham,133,7935.0,Western,27.5,Moderate
31332,Edgecombe,133,48604.0,Coastal,96.7,Substantial
31325,Cumberland,133,341793.0,Eastern,512.9,High
31342,Harnett,133,134986.0,Eastern,224.5,High
31358,McDowell,133,44151.0,Western,101.3,Substantial
31371,Perquimans,133,13049.0,Coastal,52.6,High
31344,Henderson,133,117429.0,Western,311.8,High
31309,Brunswick,133,144821.0,Coastal,160.8,Substantial
31315,Carteret,133,69039.0,Coastal,133.3,Substantial
31301,Alexander,133,36172.0,Northern,140.2,High
31300,Alamance,133,175029.0,Northern,404.8,High
31386,Swain,133,14046.0,Western,26.8,Moderate
31328,Davidson,133,171752.0,Northern,305.4,High
31304,Ashe,133,26506.0,Northern,62.3,High
31397,Wilson,133,79078.0,Coastal,214.3,Substantial
31324,Craven,133,102568.0,Coastal,142.5,Substantial
31335,Gaston,133,233387.0,Central,640.7,High
31364,New Hanover,133,230423.0,Coastal,1174.0,Substantial
31390,Vance,133,41665.0,Eastern,168.7,High
31354,Lincoln,133,88742.0,Central,293.4,High
31310,Buncombe,133,271638.0,Western,410.4,High
31365,Northampton,133,16953.0,Eastern,32.6,Moderate
31306,Beaufort,133,44150.0,Coastal,53.6,High
31374,Polk,133,19461.0,Western,81.3,High
31372,Person,133,39048.0,Eastern,99.7,Substantial
31379,Rowan,133,148565.0,Northern,287.1,High
31312,Cabarrus,133,232873.0,Central,625.1,High
31340,Guilford,133,545484.0,Northern,838.0,High
31330,Duplin,133,48249.0,Coastal,59.8,Substantial
31380,Rutherford,133,63870.0,Western,114.0,High
31375,Randolph,133,143325.0,Northern,184.3,High
31331,Durham,133,331347.0,Eastern,1133.7,Substantial
31368,Pamlico,133,12215.0,Coastal,36.5,Moderate
31327,Dare,133,37817.0,Coastal,96.3,High
31381,Sampson,133,58371.0,Coastal,62.4,High
31367,Orange,133,148331.0,Eastern,374.0,Substantial
31378,Rockingham,133,90457.0,Northern,161.0,High
31391,Wake,133,1154170.0,Eastern,1353.3,High
31352,Lee,133,64360.0,Eastern,248.1,Substantial
31302,Alleghany,133,11057.0,Northern,46.4,High
31359,Mecklenburg,133,1128426.0,Central,2130.4,Substantial
31396,Wilkes,133,65151.0,Northern,87.5,High
31317,Catawba,133,162841.0,Northern,400.2,High
31369,Pasquotank,133,40966.0,Coastal,178.8,High
31343,Haywood,133,62831.0,Western,112.2,High
31347,Hyde,133,4595.0,Coastal,7.5,High
31314,Camden,133,10537.0,Coastal,43.1,High
31322,Cleveland,133,99332.0,Western,214.4,High
31313,Caldwell,133,81319.0,Northern,170.9,High
31355,Macon,133,37041.0,Western,71.8,High
31353,Lenoir,133,54323.0,Coastal,138.1,High
31387,Transylvania,133,32825.0,Western,87.2,Substantial
31339,Greene,133,19978.0,Coastal,76.7,Moderate
31346,Hoke,133,53783.0,Eastern,133.5,High
31319,Cherokee,133,28738.0,Western,63.2,Substantial
31356,Madison,133,21146.0,Western,47.1,High
31311,Burke,133,88398.0,Western,173.0,Substantial
31366,Onslow,133,207928.0,Coastal,268.4,High
31383,Stanly,133,62143.0,Central,158.2,High
31345,Hertford,133,20374.0,Coastal,61.0,Substantial
31395,Wayne,133,115895.0,Coastal,211.8,High
31393,Washington,133,10708.0,Coastal,31.8,High
31320,Chowan,133,13646.0,Coastal,79.4,High
31399,Yancey,133,18320.0,Western,59.1,High
31384,Stokes,133,44422.0,Northern,99.1,High
31338,Granville,133,60720.0,Eastern,114.6,Substantial
31303,Anson,133,22028.0,Central,41.5,High
31398,Yadkin,133,36925.0,Northern,111.1,High
31341,Halifax,133,47859.0,Coastal,67.2,Substantial
31326,Currituck,133,29385.0,Coastal,107.3,High
31350,Johnston,133,224833.0,Coastal,272.7,High
31308,Bladen,133,29171.0,Coastal,33.8,Moderate
31351,Jones,133,9076.0,Coastal,19.5,Moderate
31318,Chatham,133,77095.0,Eastern,111.9,Substantial
31305,Avery,133,17347.0,Western,72.0,High
31360,Mitchell,133,14783.0,Western,67.4,High
31357,Martin,133,21503.0,Coastal,48.3,High
31373,Pitt,133,173536.0,Coastal,261.0,Substantial
31394,Watauga,133,54804.0,Northern,173.1,High
31392,Warren,133,18621.0,Eastern,43.4,High
31349,Jackson,133,41919.0,Western,87.8,High
31329,Davie,133,43127.0,Northern,162.0,High
31370,Pender,133,62250.0,Coastal,69.1,Substantial
31307,Bertie,133,17302.0,Coastal,25.7,High
31377,Robeson,133,115899.0,Coastal,123.0,High
31388,Tyrrell,133,3315.0,Coastal,8.3,High
31336,Gates,133,10324.0,Coastal,30.8,High
31487,Transylvania,134,32825.0,Western,87.2,Substantial
31450,Johnston,134,224833.0,Coastal,272.7,Substantial
31493,Washington,134,10708.0,Coastal,31.8,Substantial
31404,Ashe,134,26506.0,Northern,62.3,High
31481,Sampson,134,58371.0,Coastal,62.4,Substantial
31457,Martin,134,21503.0,Coastal,48.3,Substantial
31495,Wayne,134,115895.0,Coastal,211.8,High
31460,Mitchell,134,14783.0,Western,67.4,High
31418,Chatham,134,77095.0,Eastern,111.9,Substantial
31497,Wilson,134,79078.0,Coastal,214.3,Substantial
31468,Pamlico,134,12215.0,Coastal,36.5,Moderate
31427,Dare,134,37817.0,Coastal,96.3,High
31434,Franklin,134,70655.0,Eastern,139.4,High
31401,Alexander,134,36172.0,Northern,140.2,High
31424,Craven,134,102568.0,Coastal,142.5,Moderate
31492,Warren,134,18621.0,Eastern,43.4,Substantial
31486,Swain,134,14046.0,Western,26.8,Low
31478,Rockingham,134,90457.0,Northern,161.0,High
31461,Montgomery,134,25485.0,Eastern,52.4,High
31453,Lenoir,134,54323.0,Coastal,138.1,High
31477,Robeson,134,115899.0,Coastal,123.0,Substantial
31473,Pitt,134,173536.0,Coastal,261.0,Substantial
31455,Macon,134,37041.0,Western,71.8,Substantial
31475,Randolph,134,143325.0,Northern,184.3,High
31498,Yadkin,134,36925.0,Northern,111.1,High
31480,Rutherford,134,63870.0,Western,114.0,High
31405,Avery,134,17347.0,Western,72.0,High
31414,Camden,134,10537.0,Coastal,43.1,High
31409,Brunswick,134,144821.0,Coastal,160.8,Substantial
31447,Hyde,134,4595.0,Coastal,7.5,High
31413,Caldwell,134,81319.0,Northern,170.9,Substantial
31422,Cleveland,134,99332.0,Western,214.4,High
31483,Stanly,134,62143.0,Central,158.2,High
31490,Vance,134,41665.0,Eastern,168.7,High
31469,Pasquotank,134,40966.0,Coastal,178.8,High
31445,Hertford,134,20374.0,Coastal,61.0,Substantial
31400,Alamance,134,175029.0,Northern,404.8,Substantial
31496,Wilkes,134,65151.0,Northern,87.5,High
31443,Haywood,134,62831.0,Western,112.2,High
31437,Graham,134,7935.0,Western,27.5,Moderate
31438,Granville,134,60720.0,Eastern,114.6,Substantial
31415,Carteret,134,69039.0,Coastal,133.3,Substantial
31402,Alleghany,134,11057.0,Northern,46.4,High
31452,Lee,134,64360.0,Eastern,248.1,Substantial
31441,Halifax,134,47859.0,Coastal,67.2,Substantial
31428,Davidson,134,171752.0,Northern,305.4,High
31491,Wake,134,1154170.0,Eastern,1353.3,High
31407,Bertie,134,17302.0,Coastal,25.7,Substantial
31419,Cherokee,134,28738.0,Western,63.2,Substantial
31431,Durham,134,331347.0,Eastern,1133.7,Substantial
31436,Gates,134,10324.0,Coastal,30.8,Substantial
31467,Orange,134,148331.0,Eastern,374.0,Moderate
31489,Union,134,244960.0,Central,376.6,High
31465,Northampton,134,16953.0,Eastern,32.6,Moderate
31485,Surry,134,70573.0,Northern,134.0,High
31462,Moore,134,102966.0,Eastern,142.9,Moderate
31458,McDowell,134,44151.0,Western,101.3,Substantial
31406,Beaufort,134,44150.0,Coastal,53.6,High
31416,Caswell,134,22400.0,Eastern,53.5,Substantial
31472,Person,134,39048.0,Eastern,99.7,Substantial
31474,Polk,134,19461.0,Western,81.3,High
31451,Jones,134,9076.0,Coastal,19.5,Low
31423,Columbus,134,49795.0,Coastal,54.0,Substantial
31420,Chowan,134,13646.0,Coastal,79.4,High
31421,Clay,134,11238.0,Western,51.6,Substantial
31488,Tyrrell,134,3315.0,Coastal,8.3,High
31463,Nash,134,96101.0,Coastal,175.7,Substantial
31479,Rowan,134,148565.0,Northern,287.1,Substantial
31499,Yancey,134,18320.0,Western,59.1,High
31439,Greene,134,19978.0,Coastal,76.7,Moderate
31449,Jackson,134,41919.0,Western,87.8,High
31429,Davie,134,43127.0,Northern,162.0,High
31412,Cabarrus,134,232873.0,Central,625.1,High
31433,Forsyth,134,387703.0,Northern,938.1,Substantial
31482,Scotland,134,33662.0,Eastern,107.1,Substantial
31459,Mecklenburg,134,1128426.0,Central,2130.4,Substantial
31440,Guilford,134,545484.0,Northern,838.0,Substantial
31494,Watauga,134,54804.0,Northern,173.1,High
31476,Richmond,134,43006.0,Eastern,90.7,Substantial
31426,Currituck,134,29385.0,Coastal,107.3,High
31403,Anson,134,22028.0,Central,41.5,High
31466,Onslow,134,207928.0,Coastal,268.4,High
31430,Duplin,134,48249.0,Coastal,59.8,Substantial
31448,Iredell,134,192986.0,Northern,325.0,Substantial
31454,Lincoln,134,88742.0,Central,293.4,High
31471,Perquimans,134,13049.0,Coastal,52.6,High
31456,Madison,134,21146.0,Western,47.1,Substantial
31442,Harnett,134,134986.0,Eastern,224.5,Substantial
31446,Hoke,134,53783.0,Eastern,133.5,High
31484,Stokes,134,44422.0,Northern,99.1,High
31408,Bladen,134,29171.0,Coastal,33.8,Moderate
31432,Edgecombe,134,48604.0,Coastal,96.7,Substantial
